avg_sentence_length,avg_word_length,complex_word_ratio,pronoun_ratio,hedging_ratio,noun_verb_ratio,nominalization_ratio,Measure of Textual Lexical Diversity
25.0,5.048,0.248,0.0,0.0,2.2777777777777777,0.0612244897959183,42.318006933874514
21.5,4.961240310077519,0.2596899224806202,0.0271317829457364,0.0116279069767441,1.34,0.0206896551724137,89.52341783531105
19.75,4.854430379746836,0.2341772151898734,0.0123456790123456,0.0061728395061728,2.1666666666666665,0.0169491525423728,64.30952380952381
20.5,5.132404181184669,0.2961672473867596,0.0520833333333333,0.0173611111111111,1.2982456140350878,0.050314465408805,102.03909970055471
20.63636363636364,4.60352422907489,0.2511013215859031,0.0129310344827586,0.0043103448275862,1.375,0.0419847328244274,61.83617289793343
21.235294117647054,5.221606648199446,0.3213296398891966,0.0221606648199446,0.0138504155124653,1.4153846153846157,0.0962025316455696,94.7831471615579
21.571428571428573,4.913907284768212,0.2450331125827814,0.0397350993377483,0.0,1.4333333333333331,0.0232558139534883,78.7659355409466
23.58333333333333,5.042402826855124,0.2791519434628975,0.0565371024734982,0.0247349823321554,1.1864406779661016,0.0444444444444444,116.974125200143
19.666666666666668,4.813559322033898,0.231638418079096,0.0211640211640211,0.0052910052910052,2.0,0.0294117647058823,36.11227791984873
21.416666666666668,5.186770428015564,0.3346303501945525,0.0233463035019455,0.0038910505836575,1.681818181818182,0.0582191780821917,85.54702048417133
24.285714285714285,4.682352941176471,0.2470588235294117,0.0235294117647058,0.0058823529411764,2.071428571428572,0.0310880829015544,54.27878179384204
30.444444444444443,4.916058394160584,0.2481751824817518,0.0364963503649635,0.010948905109489,1.680851063829787,0.0505050505050505,101.86453255571033
16.666666666666668,4.426666666666667,0.1733333333333333,0.0194805194805194,0.0129870129870129,2.588235294117647,0.0714285714285714,39.33911663291555
14.882352941176473,5.288537549407114,0.3399209486166007,0.0314960629921259,0.0157480314960629,2.135135135135135,0.0918727915194346,90.6182541001773
23.1,5.112554112554113,0.3463203463203463,0.0086580086580086,0.0,6.142857142857143,0.0346153846153846,41.61822429906542
18.642857142857142,5.180076628352491,0.3103448275862069,0.0456273764258555,0.0,2.289473684210526,0.0694444444444444,96.16384843718286
18.1,4.911602209944752,0.2596685082872928,0.0158730158730158,0.0052910052910052,1.84,0.02803738317757,42.61710110584518
