avg_sentence_length,avg_word_length,complex_word_ratio,pronoun_ratio,hedging_ratio,noun_verb_ratio,nominalization_ratio,Measure of Textual Lexical Diversity
17.0,5.215686274509804,0.3529411764705882,0.1153846153846153,0.0192307692307692,1.625,0.0833333333333333,104.04000000000003
21.666666666666668,5.246153846153846,0.4,0.106060606060606,0.0,1.3571428571428572,0.1506849315068493,73.9375
17.714285714285715,5.629032258064516,0.4919354838709677,0.104,0.0,1.32,0.1056338028169014,83.00952290408962
19.166666666666668,5.4,0.391304347826087,0.0775862068965517,0.0172413793103448,1.5263157894736843,0.099236641221374,127.6896551724138
16.5,5.575757575757576,0.4545454545454545,0.06,0.01,2.2142857142857144,0.1271186440677966,109.77120000000004
21.6,4.861111111111111,0.3425925925925926,0.1192660550458715,0.0091743119266055,1.12,0.046875,96.36206896551724
21.5,4.872093023255814,0.3720930232558139,0.1046511627906976,0.0,0.9,0.09375,86.28666666666666
18.0,4.972222222222222,0.3425925925925926,0.1111111111111111,0.0092592592592592,1.5,0.0708661417322834,130.6368
18.0,4.574074074074074,0.2685185185185185,0.1296296296296296,0.0277777777777777,1.35,0.056,68.39119804400978
18.0,5.055555555555555,0.4,0.0888888888888888,0.0,1.2777777777777777,0.1274509803921568,80.30172413793105
18.818181818181817,5.27536231884058,0.3381642512077294,0.0952380952380952,0.0047619047619047,2.034482758620689,0.0705394190871369,94.05902777777776
22.875,5.874316939890711,0.4590163934426229,0.1038251366120218,0.0109289617486338,1.3529411764705883,0.087378640776699,128.77509763301185
16.5,5.414141414141414,0.4242424242424242,0.1212121212121212,0.0404040404040404,1.3529411764705883,0.0683760683760683,109.77120000000004
21.0,5.345238095238095,0.4047619047619047,0.0823529411764705,0.0117647058823529,1.125,0.0918367346938775,98.784
13.4,5.029850746268656,0.3880597014925373,0.1343283582089552,0.0149253731343283,1.0,0.1298701298701298,73.93647058823531
19.0,5.052631578947368,0.3789473684210526,0.1052631578947368,0.0,1.2777777777777777,0.1226415094339622,95.0
23.33333333333333,5.1571428571428575,0.3571428571428571,0.0857142857142857,0.0,1.9090909090909087,0.1341463414634146,76.22222222222224
16.2,5.555555555555555,0.4691358024691358,0.0975609756097561,0.0,0.9,0.1111111111111111,83.50363636363637
19.25,4.857142857142857,0.3506493506493506,0.1038961038961039,0.0,1.125,0.0930232558139534,52.11052719386053
19.8,5.181818181818182,0.3838383838383838,0.101010101010101,0.0101010101010101,1.4,0.1130434782608695,101.64
25.25,4.603960396039604,0.2475247524752475,0.1078431372549019,0.0098039215686274,1.4,0.0588235294117647,81.27884351877228
19.83333333333333,4.873949579831932,0.3445378151260504,0.125,0.0,1.0,0.0571428571428571,62.65496639283047
19.25,5.298701298701299,0.4155844155844156,0.0909090909090909,0.0129870129870129,1.25,0.125,76.23
17.25,4.884057971014493,0.2898550724637681,0.1159420289855072,0.0144927536231884,1.7272727272727273,0.1111111111111111,78.41647058823531
18.83333333333333,5.68141592920354,0.4247787610619469,0.0782608695652174,0.0,1.3043478260869563,0.0775193798449612,132.41925925925926
19.90909090909091,5.675799086757991,0.4292237442922374,0.0639269406392694,0.0136986301369863,1.525,0.0890688259109311,105.85
11.705882352941176,5.090452261306533,0.3165829145728643,0.0436893203883495,0.0,2.458333333333333,0.0560344827586206,90.01547100985536
20.33333333333333,4.918032786885246,0.3770491803278688,0.1147540983606557,0.0,1.1428571428571428,0.1095890410958904,65.11750000000002
15.6,4.923076923076923,0.3205128205128205,0.1645569620253164,0.0253164556962025,1.1875,0.0967741935483871,81.12
18.818181818181817,5.739130434782608,0.391304347826087,0.0657276995305164,0.0046948356807511,1.7777777777777777,0.1024590163934426,110.97219512195122
21.0,4.571428571428571,0.2666666666666666,0.1333333333333333,0.019047619047619,0.8260869565217391,0.0583333333333333,60.64629681779781
